DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;8;TTAMU;3;ST AMBROSE TTAMU P/S;763;2;166;3;0;9;1;0;238;419;9;9
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;9;BANDA;4;BANDA C/U;444;2;38;0;0;1;0;1;186;228;21;21
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;9;BANDA;6;MAWANGA;456;4;132;2;1;21;0;3;171;334;9;0
68;MITYANA;165;"BUSUJJU
COUNTY";1;BUTAYUNJA;1;KITEBERE;1;"KITEBERE R/C
PRIM SCH.";651;1;136;13;2;15;1;1;237;406;27;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;5;MWERA;3;KABONERWA;310;0;22;2;0;2;0;0;159;185;7;4
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;8;VVUMBE;3;MAWANDA;577;0;70;5;1;5;1;0;314;396;16;0
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;22;"KAKINDU
TOWN";3;"VVUMBE
KAZINGA";510;0;95;1;1;5;0;1;191;294;13;1
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;11;KIMULI;1;KIMULI;634;2;99;0;1;2;0;1;281;386;19;0
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;26;MISIGI;2;KALYANKOKO;610;3;71;5;0;5;0;0;306;390;10;0
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;27;SSERINYA;2;SERINYA;642;1;38;0;3;1;1;1;424;469;8;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;18;MAGONGA;2;BBALA;248;0;59;2;1;5;0;2;132;201;4;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;15;NAMWENE;1;KAWANSENYI PLAY GROUND;327;1;30;2;0;0;1;0;198;232;24;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;17;LUWUNGA;2;KABULAMULIR O P/S;502;3;38;3;0;0;0;0;264;308;10;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;5;KITEREDDE;2;KIGO;322;0;13;2;0;0;0;0;211;226;4;2
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;6;KIYOGANYI;4;LUGAZI PLAY GROUND;395;2;118;2;0;2;0;0;143;267;13;1
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;8;MUTETTEMA;1;"MUTETEMA
C/U";881;4;182;6;0;5;0;0;361;558;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;18;KASANGULA;2;NAKIRAGALA;243;1;18;1;0;2;0;0;126;148;21;1
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;11;SOUTH WARD;1;KIWESA/KIKU MAMBOGO A;1.009;8;314;7;0;18;0;0;220;567;22;1
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;11;SOUTH WARD;3;"WABIGALO PARADISE
CHUR.(A ? M)";617;1;186;2;0;18;0;1;105;313;2;2
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;15;NFUMBYE;1;BULABAKULU;432;1;62;1;1;5;0;0;210;280;1;1
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;25;KIVUVVU;1;MAANYI;569;3;65;2;2;0;0;1;271;344;7;0
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;26;MISIGI;1;MISIGI;462;1;91;4;1;5;0;1;188;291;11;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;16;KANYANYA;1;KABYUMA;535;2;63;2;3;0;1;0;220;291;45;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;17;KIWAWU;3;"KYESENGEZE
PRI. SCHOOL";601;1;76;2;1;4;0;0;200;284;29;1
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;19;"ZIGOTI
(KYENGEZA)";3;"ZIGOTI PLAY
GROUND";554;1;153;5;3;3;0;0;173;338;9;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;9;LUSANJA;2;MWERERWE C/U P/SCH;591;1;50;1;0;2;2;0;331;387;16;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;10;NAMUTAMBA;1;MBIRO KISAAWE;669;0;44;3;0;3;0;0;357;407;10;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;28;NABUMBUGU;1;BUYAMBI P/SCH.;422;2;46;3;0;1;0;0;182;234;24;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;29;NALYANKANJA;3;KAYINJA;298;1;15;2;0;4;0;0;174;196;8;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;30;NAMUTIDDE;2;NAMASENENE;329;3;22;1;0;2;0;0;163;191;42;2
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;26;SSEKANYONYI;1;SSEKANYONYI (A?M);673;6;152;7;0;7;0;1;215;388;17;0
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;26;SSEKANYONYI;5;SSEKANYONYI (N?Z);855;12;129;6;0;2;0;1;360;510;7;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;1;KABULE;1;"KABULE C.O.U
PRIMARY SCHOOL";637;3;125;4;0;9;0;0;206;347;26;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;1;KABULE;2;KABULE R/C PR/SCHOOL;375;0;79;3;0;5;0;1;148;236;15;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;3;KATAKALA;3;NAMAMONDE;449;5;119;3;0;6;0;0;154;287;14;2
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;8;TTAMU;5;"ST. KIZITO PRIMARY
SCHOOL";607;1;74;6;0;1;0;0;315;397;23;2
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;12;KIKANDWA;2;"NABITETE B
C/U";446;1;38;2;0;2;0;0;263;306;9;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;13;NAKWAYA;2;"NAKWAYA SECONDARY
SCH.";515;3;102;2;0;1;3;3;220;334;7;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;14;NAMIGAVU;1;NAMIGAVU;764;1;120;8;0;2;2;0;313;446;26;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;4;KIRYOKYA;2;"BUKUMULA
NURSERY SCHOOL";175;3;14;1;0;1;0;0;80;99;2;1
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;31;BUSEMBI;2;KISIGALA R/C CHURCH;302;0;31;3;0;2;0;2;178;216;8;0
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;22;KISAANA;1;KAWOLONGOJ JO C/U P/S;216;0;50;2;0;2;0;1;93;148;5;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;22;KISAANA;3;KISAANA;652;2;151;5;0;4;1;0;245;408;17;0
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;25;NAMUNGO;2;NAMUNGO;794;7;94;10;0;3;0;0;371;485;10;1
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;32;MUGULU;1;KITO;391;3;33;2;0;0;0;0;183;221;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;12;CENTRAL WARD;2;BUSIMBI C.U. A;1.047;15;293;23;0;20;0;1;200;552;9;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;13;EAST WARD;7;"BUSIMBI
GOMBOLOLA AREA A [N ? Z]";712;4;164;3;0;9;0;1;170;351;10;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;14;NORTH WARD;8;"BUSWA?
BULONGO [NAN ? Z]";678;3;158;3;0;6;0;0;148;318;13;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;15;WEST WARD;6;"MITYANA
JUNIOR PRIMARY
SCHOOL";496;1;108;3;0;2;1;0;172;287;10;1
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;24;KAYANGA;3;KAYANGA T.C;462;1;34;1;3;0;0;0;258;297;13;0
68;MITYANA;165;"BUSUJJU
COUNTY";1;BUTAYUNJA;2;KITONGO;4;"KANDE
PRI.SCHOOL";555;2;108;12;2;10;0;2;198;334;17;0
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;7;NSAMBYA;1;NSAMBYA;611;3;82;0;4;5;0;3;257;354;10;0
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;10;KASOTA;5;LUBAJJA;421;8;68;2;1;2;1;0;182;264;13;2
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;15;NFUMBYE;2;NFUMBYE;547;2;69;6;1;6;0;1;272;357;10;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;16;KANYANYA;3;"KANYANYA
PLAY GROUND";556;1;79;4;1;3;0;1;275;364;13;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;17;KIWAWU;2;NTONYEZE;320;0;51;3;1;5;0;0;105;165;8;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;17;KIWAWU;6;"KAMULI PRI.
SCHOOL";458;1;106;5;6;4;0;1;176;299;4;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;13;NAKWAYA;1;NAKWAYA  A;923;3;175;7;0;3;0;3;250;441;25;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;17;LUWUNGA;1;NAKAZIBA;785;2;0;1;0;1;0;1;455;460;14;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;18;KIKUNYU;2;KIKUNYU;909;7;120;14;0;6;0;2;388;537;25;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;19;WATTUBA;3;KASAMBYA;258;1;30;7;0;2;0;0;169;209;8;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;2;KALAMA;1;NAMUKOMAG O P/S;328;0;23;1;0;1;0;0;159;184;1;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;16;KIBAALE;2;KIBAALE B;382;2;68;5;0;2;0;0;149;226;49;0
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;16;BUSUNJU TOWN BOARD;4;SEKANYONYI ROAD B;680;2;99;1;0;5;0;0;239;346;12;0
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;23;MAGALA;1;MAGALA/NKU UBI;704;1;102;7;0;3;1;0;314;428;20;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;2;KABUWAMBO;1;"NANDEGEJJA
PRIMARY SCHOOL";360;0;69;1;0;1;1;0;176;248;15;1
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;2;KABUWAMBO;2;"NAMYESO
PRIMARY SCHOOL";769;6;210;4;0;5;0;0;299;524;13;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;3;KATAKALA;1;MAGONGOLO/ NKONYA;457;4;92;3;0;3;0;0;190;292;9;9
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;5;NAAMA;3;KATIKO C/U COMPOUND;487;2;69;5;0;5;0;0;194;275;10;2
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;27;BUSUBIZI;1;MITIMBOJJE R/C CHURCH;588;1;156;6;0;10;0;1;183;357;13;1
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;27;BUSUBIZI;2;"KIGANWA PRIMARY
SCHOOL";729;3;172;5;0;18;0;0;149;347;6;1
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;9;BANDA;5;BANDA TOWN;999;6;133;3;6;11;0;3;418;580;1;10
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;21;BUZIBAZZI;2;KAKINDU;808;0;144;3;2;0;1;3;387;540;15;2
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;24;KAYANGA;4;"LUSALIRA PRI.
SCHOOL";629;0;84;2;2;5;0;1;292;386;17;4
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;6;NGUGULO;1;"GOMBE ?
KASAAWE";509;1;91;4;2;9;0;1;239;347;9;1
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;25;KIVUVVU;4;KABAYENGA;514;3;67;3;1;3;0;0;284;361;4;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;16;KANYANYA;2;BONGOLE;315;0;26;0;3;1;0;0;198;228;6;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;18;MAGONGA;1;MAGONGA;666;1;98;4;2;2;0;4;290;401;8;2
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;20;NABATTU;2;KABAGOLO;561;2;73;4;0;6;0;0;227;312;15;1
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;12;KIKANDWA;1;KIKANDWA;734;4;96;9;0;0;0;1;321;431;18;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;19;WATTUBA;1;NAMUZIKIZA;344;2;35;5;0;1;0;2;181;226;8;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;3;KALANGAALO;1;KALANGALO C/U PRIM SCH.;804;2;127;2;0;4;0;0;307;442;11;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;24;KIKUBE;1;"KYAMANYOOLI
P/S";242;0;26;1;0;2;0;2;148;179;4;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;25;KIKUUTA;2;MUGOYE;501;3;38;0;0;3;0;1;253;298;6;1
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;24;MPIRIGWA;1;NABUTAKA PRIMARY SCH.;906;10;160;13;0;3;0;1;367;554;0;34
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;11;SOUTH WARD;4;KIWESA/KIKU MAMBOGO B;700;5;139;5;0;9;0;0;171;329;9;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;12;CENTRAL WARD;6;BUSIMBI C.U. C;616;3;133;5;0;11;0;1;87;240;52;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;14;NORTH WARD;3;"KIKUMBI
ROMAN CATHOLIC CHURCH";373;2;116;3;0;6;0;0;120;247;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;15;WEST WARD;3;KAYUNGA KIMEMETE;681;2;200;7;0;5;0;2;184;400;8;1
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;12;KANYALE;1;GAYAZA;364;1;28;2;3;0;0;0;217;251;11;3
68;MITYANA;165;"BUSUJJU
COUNTY";5;BBANDA;13;MPONGO;2;MISIMBA;585;1;49;0;0;1;0;1;372;424;0;9
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;14;NAMUTUNKU;3;KAJOJI;537;0;50;4;0;3;0;0;295;352;8;1
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;1;BULERA;2;BULERA S/C GROUND;965;3;170;11;0;13;0;1;315;513;26;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;7;MISEEBE;4;MISEEBE T/C;895;10;86;2;0;4;1;0;374;477;44;1
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;9;LUSANJA;4;LUSANJA R/C CHURCH;493;1;54;1;0;6;1;2;261;326;22;2
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;10;NAMUTAMBA;3;KABUNGO KISAAWE;904;10;106;6;0;9;0;2;454;587;8;0
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;23;KIBOGO;1;NAMIWUNDA PLAY GROUND;496;4;92;4;0;4;0;0;172;276;88;2
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;169;MITYANA COUNTY NORTH;1;BULERA;29;NALYANKANJA;2;NALYANKANJA PRI SCH.;513;2;34;2;0;5;1;4;270;318;35;0
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;10;BUKOOBA;2;BUKOOBA;441;3;67;2;0;15;0;2;182;271;8;1
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;10;BUKOOBA;4;KANYOGOGA;330;2;40;1;0;1;0;0;124;168;9;2
68;MITYANA;170;MITYANA COUNTY SOUTH;3;SSEKANYONYI;26;SSEKANYONYI;40;MAKAJO;461;0;3;0;0;1;1;0;400;405;1;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;1;KABULE;3;SAALA PRIMRY SCHOOL;330;2;98;7;0;1;0;0;152;260;1;0
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;5;NAAMA;4;BUSUNDO COOP. STORE;613;2;145;6;0;10;0;3;161;327;2;5
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;7;NAKIBANGA;1;"BUTEBI
ISLAMIC P/SCHOOL";517;2;162;3;0;6;1;1;168;343;16;1
68;MITYANA;170;MITYANA COUNTY SOUTH;1;BUSIMBI;8;TTAMU;4;"MPANGA
MEMORIAL P/SCHOOL";478;1;72;2;0;1;0;1;193;270;27;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;14;NAMIGAVU;2;KANYALE;368;4;48;1;0;3;2;1;170;229;20;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;19;WATTUBA;2;MATTE;479;5;94;4;0;2;0;0;205;310;3;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;6;KIYOGANYI;3;"KIYOGANYI
R/C";590;3;160;0;0;4;0;1;245;413;13;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;27;KYAMUSISI;1;MUKAAGA T/C;740;1;39;0;0;1;1;1;418;461;14;3
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;27;KYAMUSISI;2;KYAMUSISI P/S;665;1;42;3;0;2;0;0;358;406;16;0
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;24;MPIRIGWA;2;ZZIRA;443;1;73;7;0;7;0;2;190;280;0;1
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;25;NAMUNGO;1;LUNYOLYA;346;1;34;2;0;0;0;0;193;230;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;11;SOUTH WARD;2;MAGALA/NTIK IDDE;699;1;189;6;0;20;0;1;149;366;13;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;11;SOUTH WARD;6;KIWESA/KIKU MAMBOGO C;622;3;155;7;0;9;0;0;149;323;7;3
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;13;EAST WARD;3;MUSALABA;851;4;177;6;0;18;0;1;172;378;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;13;EAST WARD;5;MERRY LAND (K ? M);834;3;186;8;0;19;1;0;135;352;11;1
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;13;EAST WARD;10;"BUSIMBI
GOMBOLOLA AREA B ( N )";829;4;133;6;0;6;0;0;157;306;6;0
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;15;WEST WARD;2;KAYUNGA KIGOGWA A;490;1;82;2;0;6;1;0;85;177;2;0
68;MITYANA;165;"BUSUJJU
COUNTY";1;BUTAYUNJA;2;KITONGO;3;"KIGGWA PRI.
SCHOOL";457;0;64;5;0;1;0;1;176;247;17;0
68;MITYANA;165;"BUSUJJU
COUNTY";1;BUTAYUNJA;4;NGANDWE;1;BEKINA;811;0;137;12;0;11;1;1;341;503;60;1
68;MITYANA;165;BUSUJJU COUNTY;2;KAKINDU;6;NGUGULO;3;NGUGULO PRIM. SCHOOL;640;2;153;8;4;8;0;1;190;366;14;3
68;MITYANA;165;"BUSUJJU
COUNTY";2;KAKINDU;6;NGUGULO;4;"MAYOBYO
PRIMARY SCH.";253;2;42;2;2;1;0;0;95;144;11;0
68;MITYANA;165;BUSUJJU COUNTY;2;KAKINDU;22;KAKINDU TOWN;5;"LUGO
PRIMARY SCHOOL";107;0;15;4;0;2;0;0;55;76;4;0
68;MITYANA;165;"BUSUJJU
COUNTY";3;MAANYI;27;SSERINYA;1;KYANDALO;256;0;31;0;4;3;0;0;147;185;2;0
68;MITYANA;165;"BUSUJJU
COUNTY";4;MALANGALA;19;"ZIGOTI
(KYENGEZA)";1;"ZIGOTI/NAWA
NGA A";491;0;87;4;0;3;1;0;102;197;5;1
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;11;BAMBULA;1;BAMBULA;717;1;56;3;0;2;0;0;369;431;33;2
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;15;NAMWENE;2;"WABIYINJA
C/U";392;1;11;0;0;0;0;0;270;282;9;0
68;MITYANA;169;MITYANA COUNTY NORTH;2;KIKANDWA;18;KIKUNYU;1;KITOLOLO;656;2;86;4;0;4;0;2;273;371;18;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;2;KALAMA;6;KYAMAGEMUL E;586;4;22;0;0;3;1;0;297;327;18;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;3;KALANGAALO;2;KAYANJA PLAY GROUND;123;0;21;0;0;0;0;0;52;73;2;0
68;MITYANA;169;MITYANA COUNTY NORTH;3;KALANGAALO;31;BUSEMBI;5;BUSEMBI;261;1;56;0;0;0;0;0;135;192;2;0
68;MITYANA;170;MITYANA COUNTY SOUTH;4;NAMUNGO;30;KITEETE;4;BUWALULA TC;433;2;94;8;0;1;0;0;175;280;0;1
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;12;CENTRAL WARD;1;"AGIP
KAMPALA RD. A";1.075;4;281;6;0;34;2;0;215;542;10;1
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;13;EAST WARD;1;"BUSIMBI
GOMBOLOLA AREA A [A ? M]";850;0;210;6;0;16;0;0;148;380;8;1
68;MITYANA;170;MITYANA COUNTY SOUTH;2;MITYANA TOWN COUNCIL;14;NORTH WARD;2;"BUSWA? BULONGO [A ?
L]";919;7;161;0;0;7;0;2;142;319;6;0
