subcounty_pk,subcounty_code,subcounty_name,district_code,district_name,constituency_code, constituency_name
SC17-2,2,DDWANIRO,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-3,3,KAPEKE,17,KIBOGA,309,KIBOGA WEST COUNTY
SC17-10,10,KAYERA,17,KIBOGA,309,KIBOGA WEST COUNTY
SC17-4,4,KIBIGA,17,KIBOGA,309,KIBOGA WEST COUNTY
SC17-5,5,KIBOGA TOWN COUNCIL,17,KIBOGA,309,KIBOGA WEST COUNTY
SC17-11,11,KYEKUMBYA,17,KIBOGA,309,KIBOGA WEST COUNTY
SC17-12,12,KYOMYA,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-6,6,LWAMATA,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-9,9,LWAMATA TOWN COUNCIL,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-7,7,MUWANGA,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-13,13,NAKASOZI,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-14,14,NKANDWA,17,KIBOGA,309,KIBOGA WEST COUNTY
SC102-1,1,BULANGIRA,102,KIBUKU,256,KABWERI COUNTY
SC102-11,11,BULANGIRA TOWN COUNCIL,102,KIBUKU,256,KABWERI COUNTY
SC102-2,2,BUSETA,102,KIBUKU,189,KIBUKU COUNTY
SC102-7,7,GOLI-GOLI,102,KIBUKU,256,KABWERI COUNTY
SC102-8,8,KABWERI,102,KIBUKU,256,KABWERI COUNTY
SC102-3,3,KADAMA,102,KIBUKU,256,KABWERI COUNTY
SC102-10,10,KADAMA TOWN COUNCIL,102,KIBUKU,256,KABWERI COUNTY
SC102-5,5,KAGUMU,102,KIBUKU,256,KABWERI COUNTY
SC102-2,2,KAKUTU,102,KIBUKU,256,KABWERI COUNTY
SC102-9,9,KASASIRA,102,KIBUKU,189,KIBUKU COUNTY
SC102-1,1,KASASIRA TOWN COUNCIL,102,KIBUKU,189,KIBUKU COUNTY
SC102-12,12,KENKEBU,102,KIBUKU,256,KABWERI COUNTY
SC102-4,4,KIBUKU,102,KIBUKU,189,KIBUKU COUNTY
SC102-10,10,KIBUKU TOWN COUNCIL,102,KIBUKU,189,KIBUKU COUNTY
SC102-6,6,KIRIKA,102,KIBUKU,256,KABWERI COUNTY
SC102-12,12,KITUTI,102,KIBUKU,189,KIBUKU COUNTY
SC102-13,13,LWATAMA,102,KIBUKU,189,KIBUKU COUNTY
SC102-9,9,NABISWA,102,KIBUKU,256,KABWERI COUNTY
SC102-4,4,NANDERE,102,KIBUKU,256,KABWERI COUNTY
SC102-14,14,NANKODO,102,KIBUKU,189,KIBUKU COUNTY
SC102-7,7,TIRINYI,102,KIBUKU,189,KIBUKU COUNTY
SC102-11,11,TIRINYI TOWN COUNCIL,102,KIBUKU,189,KIBUKU COUNTY
SC126-1,1,BUGAMBE,126,KIKUUBE,344,BUHAGUZI EAST COUNTY
SC126-2,2,BUHIMBA,126,KIKUUBE,344,BUHAGUZI EAST COUNTY
SC126-6,6,BUHIMBA TOWN COUNCIL,126,KIKUUBE,344,BUHAGUZI EAST COUNTY
SC126-3,3,KABWOYA,126,KIKUUBE,29,BUHAGUZI COUNTY
SC126-7,7,KIKUUBE TOWN COUNCIL,126,KIKUUBE,29,BUHAGUZI COUNTY
SC126-4,4,KIZIRANFUMBI,126,KIKUUBE,29,BUHAGUZI COUNTY
SC126-5,5,KYANGWALI,126,KIKUUBE,29,BUHAGUZI COUNTY
SC65-12,12,AKAYANJA,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-1,1,KANYARYERU,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-2,2,KASHONGI,65,KIRUHURA,260,KASHONGI COUNTY
SC65-3,3,KENSHUNGA,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-4,4,KIKATSI,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-5,5,KINONI,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-8,8,KIRUHURA TOWN COUNCIL,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-9,9,KITURA,65,KIRUHURA,260,KASHONGI COUNTY
SC65-6,6,NYAKASHASHARA,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-11,11,RUSHERE TOWN COUNCIL,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-9,9,RWENSHANDE,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-13,13,RWETAMU,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-7,7,SANGA,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC65-10,10,SANGA TOWN COUNCIL,65,KIRUHURA,142,NYABUSHOZI COUNTY
SC92-6,6,BWEYALE TOWN COUNCIL,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-3,3,DIIMA,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-1,1,KARUMA TOWN COUNCIL,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-5,5,KICHWABUGINGO,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-1,1,KIGUMBA,92,KIRYANDONGO,125,KIBANDA SOUTH COUNTY
SC92-5,5,KIGUMBA TOWN COUNCIL,92,KIRYANDONGO,125,KIBANDA SOUTH COUNTY
SC92-2,2,KIRYANDONGO,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-7,7,KIRYANDONGO TOWN COUNCIL,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-8,8,KYANKENDE,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-3,3,MASINDI PORT,92,KIRYANDONGO,125,KIBANDA SOUTH COUNTY
SC92-2,2,MBOIRA,92,KIRYANDONGO,125,KIBANDA SOUTH COUNTY
SC92-4,4,MUTUNDA,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC92-9,9,NYAMAHASA,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY
SC18-1,1,BUKIMBIRI,18,KISORO,310,BUKIMBIRI COUNTY
SC18-7,7,BUNAGANA TOWN COUNCIL,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-1,1,BUSANZA,18,KISORO,87,BUFUMBIRA COUNTY NORTH
SC18-1,1,CENTRAL DIVISION,18,KISORO,285,KISORO MUNICIPALITY
SC18-6,6,CHAHAFI TOWN COUNCIL,18,KISORO,86,BUFUMBIRA COUNTY EAST
SC18-1,1,CHAHI,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-6,6,CYANIKA TOWN COUNCIL,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-2,2,KANABA,18,KISORO,86,BUFUMBIRA COUNTY EAST
SC18-2,2,KIRUNDO,18,KISORO,310,BUKIMBIRI COUNTY
SC18-6,6,MUPAKA TOWN COUNCIL,18,KISORO,87,BUFUMBIRA COUNTY NORTH
SC18-3,3,MURAMBA,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-3,3,MURORA,18,KISORO,86,BUFUMBIRA COUNTY EAST
SC18-7,7,NKURINGO TOWN COUNCIL,18,KISORO,310,BUKIMBIRI COUNTY
SC18-2,2,NORTH DIVISION,18,KISORO,285,KISORO MUNICIPALITY
SC18-3,3,NYABWISHENYA,18,KISORO,310,BUKIMBIRI COUNTY
SC18-4,4,NYAKABANDE,18,KISORO,86,BUFUMBIRA COUNTY EAST
SC18-4,4,NYAKINAMA,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-6,6,NYANAMO TOWN COUNCIL,18,KISORO,310,BUKIMBIRI COUNTY
SC18-4,4,NYARUBUYE,18,KISORO,87,BUFUMBIRA COUNTY NORTH
SC18-5,5,NYARUSIZA,18,KISORO,88,BUFUMBIRA COUNTY SOUTH
SC18-5,5,NYUNDO,18,KISORO,310,BUKIMBIRI COUNTY
SC18-4,4,RUBUGURI TOWN COUNCIL,18,KISORO,310,BUKIMBIRI COUNTY
SC18-7,7,RUKUNDO TOWN COUNCIL,18,KISORO,87,BUFUMBIRA COUNTY NORTH
SC18-3,3,SOUTH DIVISION,18,KISORO,285,KISORO MUNICIPALITY
SC132-5,5,BUHANDA,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-11,11,BUKURUNGO TOWN COUNCIL,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-7,7,KABUJOGERA TOWN COUNCIL,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-8,8,KAKASI,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-6,6,KANARA,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-1,1,KICHECHE,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-12,12,KITAGWENDA TOWN COUNCIL,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-2,2,MAHYORO,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-13,13,MAHYORO TOWN COUNCIL,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-3,3,NTARA,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-4,4,NYABBANI,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-9,9,RUHUNGA,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC132-10,10,RWENJAZA,132,KITAGWENDA,54,KITAGWENDA COUNTY
SC19-9,9,AKWANG,19,KITGUM,91,CHUA WEST COUNTY
SC19-1,1,CENTRAL DIVISION,19,KITGUM,286,KITGUM MUNICIPALITY
SC19-2,2,KITENY,19,KITGUM,250,CHUA EAST COUNTY
SC19-1,1,KITGUM MATIDI,19,KITGUM,91,CHUA WEST COUNTY
SC19-2,2,KITGUM MATIDI TOWN COUNCIL,19,KITGUM,91,CHUA WEST COUNTY
SC19-4,4,LABONGO-AMIDA,19,KITGUM,91,CHUA WEST COUNTY
SC19-7,7,LABONGO-AMIDA WEST,19,KITGUM,91,CHUA WEST COUNTY
SC19-3,3,LABONGO-LAYAMO,19,KITGUM,91,CHUA WEST COUNTY
SC19-8,8,LAGORO,19,KITGUM,91,CHUA WEST COUNTY
SC19-6,6,LALANO,19,KITGUM,91,CHUA WEST COUNTY
SC19-5,5,MUCHWINI,19,KITGUM,250,CHUA EAST COUNTY
SC19-3,3,MUCHWINI EAST,19,KITGUM,250,CHUA EAST COUNTY
SC19-4,4,MUCHWINI WEST,19,KITGUM,250,CHUA EAST COUNTY
SC19-6,6,NAM-OKORA,19,KITGUM,250,CHUA EAST COUNTY
SC19-8,8,NAM-OKORA NORTH,19,KITGUM,250,CHUA EAST COUNTY
SC19-1,1,NAMOKORA TOWN COUNCIL,19,KITGUM,250,CHUA EAST COUNTY
SC19-10,10,OMIYA-ANYIMA,19,KITGUM,250,CHUA EAST COUNTY
SC19-9,9,OMIYA-ANYIMA WEST,19,KITGUM,250,CHUA EAST COUNTY
SC19-7,7,OROM,19,KITGUM,250,CHUA EAST COUNTY
SC19-11,11,OROM EAST,19,KITGUM,250,CHUA EAST COUNTY
SC19-3,3,PAGER DIVISION,19,KITGUM,286,KITGUM MUNICIPALITY
SC19-2,2,PANDWONG DIVISION,19,KITGUM,286,KITGUM MUNICIPALITY
SC66-6,6,ABUKU,66,KOBOKO,266,KOBOKO NORTH COUNTY
SC66-7,7,DRANYA,66,KOBOKO,8,KOBOKO COUNTY
SC66-8,8,KERI TOWN COUNCIL,66,KOBOKO,8,KOBOKO COUNTY
SC66-5,5,KULUBA,66,KOBOKO,8,KOBOKO COUNTY
SC66-2,2,LOBULE,66,KOBOKO,8,KOBOKO COUNTY
SC66-3,3,LUDARA,66,KOBOKO,266,KOBOKO NORTH COUNTY
SC66-4,4,MIDIA,66,KOBOKO,8,KOBOKO COUNTY
SC66-1,1,NORTH DIVISION,66,KOBOKO,287,KOBOKO MUNICIPALITY
SC66-9,9,ORABA TOWN COUNCIL,66,KOBOKO,8,KOBOKO COUNTY
SC66-2,2,SOUTH DIVISION,66,KOBOKO,287,KOBOKO MUNICIPALITY
SC66-3,3,WESTERN DIVISION,66,KOBOKO,287,KOBOKO MUNICIPALITY
SC103-1,1,ABOKE,103,KOLE,267,KOLE NORTH COUNTY
SC103-4,4,ABOKE TOWN COUNCIL,103,KOLE,267,KOLE NORTH COUNTY
SC103-2,2,AKALO,103,KOLE,1,KOLE SOUTH COUNTY
SC103-1,1,AKALO TOWN COUNCIL,103,KOLE,1,KOLE SOUTH COUNTY
SC103-3,3,ALITO,103,KOLE,267,KOLE NORTH COUNTY
SC103-5,5,ALITO TOWN COUNCIL,103,KOLE,267,KOLE NORTH COUNTY
SC103-4,4,AYER,103,KOLE,1,KOLE SOUTH COUNTY
SC103-5,5,BALA,103,KOLE,1,KOLE SOUTH COUNTY
SC103-8,8,BALA TOWN COUNCIL,103,KOLE,1,KOLE SOUTH COUNTY
SC103-6,6,KOLE TOWN COUNCIL,103,KOLE,1,KOLE SOUTH COUNTY
SC103-2,2,OKWERODOT,103,KOLE,267,KOLE NORTH COUNTY
SC20-1,1,CENTRAL DIVISION,20,KOTIDO,296,KOTIDO MUNICIPALITY
SC20-1,1,KACHERI,20,KOTIDO,94,JIE COUNTY
SC20-7,7,KACHERI TOWN COUNCIL,20,KOTIDO,94,JIE COUNTY
SC20-3,3,KAMOR,20,KOTIDO,94,JIE COUNTY
SC20-9,9,KANAIR,20,KOTIDO,94,JIE COUNTY
SC20-10,10,KAPETA,20,KOTIDO,94,JIE COUNTY
SC20-2,2,KOTIDO,20,KOTIDO,94,JIE COUNTY
SC20-8,8,LOKITELAEBU TOWN COUNCIL,20,KOTIDO,94,JIE COUNTY
SC20-11,11,LOKWAKIAL,20,KOTIDO,94,JIE COUNTY
SC20-12,12,LOLETIO,20,KOTIDO,94,JIE COUNTY
SC20-14,14,LONGAROE,20,KOTIDO,94,JIE COUNTY
SC20-15,15,MAARU,20,KOTIDO,94,JIE COUNTY
SC20-4,4,NAKAPELIMORU,20,KOTIDO,94,JIE COUNTY
SC20-16,16,NAPUMPUM,20,KOTIDO,94,JIE COUNTY
SC20-2,2,NORTH DIVISION,20,KOTIDO,296,KOTIDO MUNICIPALITY
SC20-5,5,PANYANGARA,20,KOTIDO,94,JIE COUNTY
SC20-6,6,RENGEN,20,KOTIDO,94,JIE COUNTY
SC20-3,3,SOUTH DIVISION,20,KOTIDO,296,KOTIDO MUNICIPALITY
SC20-4,4,WEST DIVISION,20,KOTIDO,296,KOTIDO MUNICIPALITY
SC21-1,1,ATUTUR,21,KUMI,97,KUMI COUNTY
SC21-1,1,KADAMI,21,KUMI,258,KANYUM COUNTY
SC21-3,3,KAKURES,21,KUMI,258,KANYUM COUNTY
SC21-4,4,KAMACA,21,KUMI,258,KANYUM COUNTY
SC21-2,2,KANAPA,21,KUMI,97,KUMI COUNTY
SC21-2,2,KANYUM,21,KUMI,258,KANYUM COUNTY
SC21-7,7,KANYUM TOWN COUNCIL,21,KUMI,258,KANYUM COUNTY
SC21-3,3,KUMI,21,KUMI,97,KUMI COUNTY
SC21-5,5,MUKONGORO,21,KUMI,258,KANYUM COUNTY
SC21-6,6,MUKONGORO TOWN COUNCIL,21,KUMI,258,KANYUM COUNTY
SC21-1,1,NORTH DIVISION,21,KUMI,288,KUMI MUNICIPALITY
SC21-6,6,NYERO,21,KUMI,97,KUMI COUNTY
SC21-9,9,NYERO TOWN COUNCIL,21,KUMI,97,KUMI COUNTY
SC21-4,4,OGOOMA,21,KUMI,97,KUMI COUNTY
SC21-7,7,ONGINO,21,KUMI,97,KUMI COUNTY
SC21-8,8,ONGINO TOWN COUNCIL,21,KUMI,97,KUMI COUNTY
SC21-2,2,SOUTH DIVISION,21,KUMI,288,KUMI MUNICIPALITY
SC21-5,5,TISAI,21,KUMI,97,KUMI COUNTY
SC127-5,5,ABONGOMOLA,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-1,1,ADUKU,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-6,6,ADUKU TOWN COUNCIL,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-9,9,AKALI,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-11,11,ATONGTIDI,127,KWANIA,2,KWANIA COUNTY
SC127-10,10,AYABI,127,KWANIA,2,KWANIA COUNTY
SC127-7,7,AYABI TOWN COUNCIL,127,KWANIA,2,KWANIA COUNTY
SC127-2,2,CAWENTE,127,KWANIA,2,KWANIA COUNTY
SC127-3,3,INOMO,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-8,8,INOMO TOWN COUNCIL,127,KWANIA,311,KWANIA NORTH COUNTY
SC127-4,4,NAMBIESO,127,KWANIA,2,KWANIA COUNTY
SC104-1,1,BENET,104,KWEEN,75,KWEEN COUNTY
SC104-2,2,BINYINY,104,KWEEN,75,KWEEN COUNTY
SC104-11,11,BINYINY TOWN COUNCIL,104,KWEEN,75,KWEEN COUNTY
SC104-14,14,CHEPSUKUNYA TOWN COUNCIL,104,KWEEN,328,SOI COUNTY
SC104-7,7,GREEK RIVER,104,KWEEN,328,SOI COUNTY
SC104-15,15,KAPKWATA,104,KWEEN,75,KWEEN COUNTY
SC104-19,19,KAPNARKUT TOWN COUNCIL,104,KWEEN,75,KWEEN COUNTY
SC104-3,3,KAPRORON,104,KWEEN,75,KWEEN COUNTY
SC104-13,13,KAPRORON TOWN COUNCIL,104,KWEEN,75,KWEEN COUNTY
SC104-12,12,KAPTOYOY,104,KWEEN,75,KWEEN COUNTY
SC104-8,8,KAPTUM,104,KWEEN,75,KWEEN COUNTY
SC104-16,16,KASEKO,104,KWEEN,75,KWEEN COUNTY
SC104-9,9,KITAWOI,104,KWEEN,75,KWEEN COUNTY
SC104-5,5,KWANYIY,104,KWEEN,75,KWEEN COUNTY
SC104-6,6,KWOSIR,104,KWEEN,75,KWEEN COUNTY
SC104-10,10,MOYOK,104,KWEEN,75,KWEEN COUNTY
SC104-4,4,NGENGE,104,KWEEN,328,SOI COUNTY
SC104-17,17,SUNDET,104,KWEEN,328,SOI COUNTY
SC104-18,18,TUIKAT,104,KWEEN,75,KWEEN COUNTY
SC93-10,10,BANANYWA,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-6,6,BANDA,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-1,1,BUTEMBA,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-9,9,BUTEMBA TOWN COUNCIL,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-2,2,BYERIMA,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-2,2,GAYAZA,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-7,7,KIGANDO,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-5,5,KIRYANNONGO,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-9,9,KISALA,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-3,3,KYANKWANZI,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-4,4,KYANKWANZI TOWN COUNCIL,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-1,1,MASODDE-KALAGI TOWN COUNCIL,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-4,4,MULAGI,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-10,10,MUWANGI,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-11,11,NKANDWA,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-5,5,NSAMBYA,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-11,11,NTUNDA TOWN COUNCIL,93,KYANKWANZI,248,BUTEMBA COUNTY
SC93-6,6,NTWETWE,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-8,8,NTWETWE TOWN COUNCIL,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-7,7,WATTUBA,93,KYANKWANZI,85,NTWETWE COUNTY
SC93-3,3,WATTUBA TOWN COUNCIL,93,KYANKWANZI,85,NTWETWE COUNTY
SC84-13,13,BUGOGO TOWN COUNCIL,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-1,1,HAPUUYO,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-11,11,HAPUUYO TOWN COUNCIL,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-2,2,KAKABARA,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-3,3,KAKABARA TOWN COUNCIL,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY
SC84-3,3,KASULE,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-2,2,KAZINGA TOWN COUNCIL,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC84-9,9,KIGAMBO,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-12,12,KYATEGA,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY
SC84-4,4,KYEGEGWA,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY
SC84-8,8,KYEGEGWA TOWN COUNCIL,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY
SC84-3,3,MIGAMBA,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC84-10,10,MIGONGWE,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-5,5,MPARA,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC84-1,1,MPARA TOWN COUNCIL,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC84-7,7,NKAAKWA,84,KYEGEGWA,55,KYAKA NORTH COUNTY
SC84-5,5,NKANJA,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY
SC84-6,6,RUYONZA,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC84-7,7,RWENTUHA,84,KYEGEGWA,268,KYAKA SOUTH COUNTY
SC48-6,6,BATALIKA,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-1,1,BUFUNJO,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-2,2,BUGAAKI,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-1,1,BUTIITI,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-12,12,BUTIITI TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-5,5,BUTUNDUZI,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-9,9,BUTUNDUZI TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-10,10,KANYEGARAMIRE,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-3,3,KATOOKE,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-6,6,KATOOKE TOWN COUNCIL,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-12,12,KIFUKA TOWN COUNCIL,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-6,6,KIGARAALE,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-4,4,KIGOYERA,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-2,2,KIHUURA,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-7,7,KISOJO,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-10,10,KISOJO TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-3,3,KITEGA,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-11,11,KYAKATWIRE TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-9,9,KYAMUTUNZI TOWN COUNCIL,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-4,4,KYARUSOZI,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-7,7,KYARUSOZI TOWN COUNCIL,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-8,8,KYEMBOGO,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-4,4,KYENJOJO TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-2,2,MABIRA TOWN COUNCIL,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-13,13,MBALE TOWN COUNCIL,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-11,11,NYABIRONGO,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-8,8,NYABUHARWA,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-1,1,NYAKISI,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC48-5,5,NYANKWANZI,48,KYENJOJO,56,MWENGE COUNTY NORTH
SC48-3,3,NYANTUNGO,48,KYENJOJO,57,MWENGE COUNTY SOUTH
SC48-5,5,RUGOMBE TOWN COUNCIL,48,KYENJOJO,274,MWENGE CENTRAL COUNTY
SC119-1,1,KABIRA,119,KYOTERA,194,KYOTERA COUNTY
SC119-1,1,KAKUUTO,119,KYOTERA,192,KAKUUTO COUNTY
SC119-2,2,KALISIZO,119,KYOTERA,194,KYOTERA COUNTY
SC119-8,8,KALISIZO TOWN COUNCIL,119,KYOTERA,194,KYOTERA COUNTY
SC119-3,3,KASAALI TOWN COUNCIL,119,KYOTERA,194,KYOTERA COUNTY
SC119-2,2,KASASA,119,KYOTERA,192,KAKUUTO COUNTY
SC119-3,3,KASENSERO TOWN COUNCIL,119,KYOTERA,192,KAKUUTO COUNTY
SC119-4,4,KIRUMBA,119,KYOTERA,194,KYOTERA COUNTY
SC119-5,5,KYEBE,119,KYOTERA,192,KAKUUTO COUNTY
SC119-5,5,KYOTERA TOWN COUNCIL,119,KYOTERA,194,KYOTERA COUNTY
SC119-6,6,LWANKONI,119,KYOTERA,194,KYOTERA COUNTY
SC119-4,4,MUTUKULA TOWN COUNCIL,119,KYOTERA,192,KAKUUTO COUNTY
SC119-7,7,NABIGASA,119,KYOTERA,194,KYOTERA COUNTY
SC119-6,6,NANGOMA,119,KYOTERA,192,KAKUUTO COUNTY
SC85-15,15,ACEBA,85,LAMWO,92,LAMWO COUNTY
SC85-1,1,AGORO,85,LAMWO,92,LAMWO COUNTY
SC85-16,16,KATUM,85,LAMWO,92,LAMWO COUNTY
SC85-10,10,LAMWO TOWN COUNCIL,85,LAMWO,92,LAMWO COUNTY
SC85-2,2,LOKUNG,85,LAMWO,92,LAMWO COUNTY
SC85-17,17,LOKUNG EAST,85,LAMWO,92,LAMWO COUNTY
SC85-3,3,MADI-OPEI,85,LAMWO,92,LAMWO COUNTY
SC85-18,18,MADI-OPEI TOWN COUNCIL,85,LAMWO,92,LAMWO COUNTY
SC85-9,9,OGILI,85,LAMWO,312,PALABEK COUNTY
SC85-4,4,PADIBE EAST,85,LAMWO,92,LAMWO COUNTY
SC85-11,11,PADIBE TOWN COUNCIL,85,LAMWO,92,LAMWO COUNTY
SC85-8,8,PADIBE WEST,85,LAMWO,92,LAMWO COUNTY
SC85-13,13,PALABEK ABERA,85,LAMWO,312,PALABEK COUNTY
SC85-19,19,PALABEK KAL TOWN COUNCIL,85,LAMWO,312,PALABEK COUNTY
SC85-14,14,PALABEK NYIMUR,85,LAMWO,312,PALABEK COUNTY
SC85-5,5,PALABEK-GEM,85,LAMWO,312,PALABEK COUNTY
SC85-6,6,PALABEK-KAL,85,LAMWO,312,PALABEK COUNTY
SC85-7,7,PALOGA,85,LAMWO,92,LAMWO COUNTY
SC85-12,12,POTIKA,85,LAMWO,92,LAMWO COUNTY
SC22-4,4,AGALI,22,LIRA,101,ERUTE COUNTY SOUTH
SC22-4,4,AGWENG,22,LIRA,100,ERUTE COUNTY NORTH
SC22-5,5,AGWENG TOWN COUNCIL,22,LIRA,100,ERUTE COUNTY NORTH
SC22-6,6,AMACH TOWN COUNCIL,22,LIRA,101,ERUTE COUNTY SOUTH
SC22-1,1,AROMO,22,LIRA,100,ERUTE COUNTY NORTH
SC22-6,6,AYAMI,22,LIRA,100,ERUTE COUNTY NORTH
